mab_uid	mab_name	Protein_RefID	virus_id	virus_name	Family	Organism	Species	Epitope	pubmed_id	Target Protein	Target type	Target	Target name	Assay type	Assay	Quantitative measure	Unit	disease_id
520_DV18	DV18		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	467	ng/ml	12206
521_DV18	DV18		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	227	ng/ml	12206
522_DV18	DV18		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	408	ng/ml	12206
523_DV18	DV18		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	432	ng/ml	12205
524_DV18	DV18		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	140	ng/ml	12206
525_DV18	DV18		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	335	ng/ml	12206
526_DV18	DV18		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	215	ng/ml	12206
527_DV18	DV18		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)	670	ng/ml	12205
528_DV18	DV18		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	241	ng/ml	12206
529_DV18	DV18		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)	799	ng/ml	12206
530_DV18	DV18		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)	699	ng/ml	12206
531_DV19	DV19		64320	ZIKV					27417494		Protein	ZIKV E		Binding	"ELISA (EC50; ng/ml)"	1321	ng/ml	60478
532_DV19	DV19		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	729	ng/ml	12205
533_DV19	DV19		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	347	ng/ml	12206
534_DV19	DV19		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	51	ng/ml	12206
535_DV19	DV19		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	140	ng/ml	12206
536_DV19	DV19		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	13	ng/ml	12205
537_DV19	DV19		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	13	ng/ml	12206
538_DV19	DV19		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	10	ng/ml	12206
539_DV19	DV19		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	9	ng/ml	12206
540_DV19	DV19		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)	631	ng/ml	12205
541_DV19	DV19		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	189	ng/ml	12206
542_DV19	DV19		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)	368	ng/ml	12206
543_DV19	DV19		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)	114	ng/ml	12206
544_DV20	DV20		64320	ZIKV					27417494		Protein	ZIKV E		Binding	"ELISA (EC50; ng/ml)"	712	ng/ml	60478
545_DV20	DV20		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	829	ng/ml	12205
546_DV20	DV20		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	186	ng/ml	12206
547_DV20	DV20		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	78	ng/ml	12206
548_DV20	DV20		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	170	ng/ml	12206
549_DV20	DV20		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	173	ng/ml	12205
550_DV20	DV20		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	202	ng/ml	12206
551_DV20	DV20		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	55	ng/ml	12206
552_DV20	DV20		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	421	ng/ml	12206
553_DV20	DV20		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)	244	ng/ml	12205
554_DV20	DV20		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	128	ng/ml	12206
555_DV20	DV20		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)	777	ng/ml	12206
556_DV20	DV20		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)	226	ng/ml	12206
557_DVD26	DVD26		64320	ZIKV					27417494		Protein	ZIKV E		Binding	"ELISA (EC50; ng/ml)"	223	ng/ml	60478
558_DVD26	DVD26		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	85	ng/ml	12205
559_DVD26	DVD26		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	47	ng/ml	12206
560_DVD26	DVD26		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12206
561_DVD26	DVD26		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12206
562_DVD26	DVD26		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	29	ng/ml	12205
563_DVD26	DVD26		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	7	ng/ml	12206
564_DVD26	DVD26		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	13	ng/ml	12206
565_DVD26	DVD26		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	14	ng/ml	12206
566_DVD26	DVD26		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)		ng/ml	12205
567_DVD26	DVD26		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
568_DVD26	DVD26		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
569_DVD26	DVD26		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)	10	ng/ml	12206
570_DVF256	DVF256		64320	ZIKV					27417494		Protein	ZIKV E		Binding	"ELISA (EC50; ng/ml)"	535	ng/ml	60478
571_DVF256	DVF256		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	244	ng/ml	12205
572_DVF256	DVF256		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	59	ng/ml	12206
573_DVF256	DVF256		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12206
574_DVF256	DVF256		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	19	ng/ml	12206
575_DVF256	DVF256		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	8	ng/ml	12205
576_DVF256	DVF256		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	4	ng/ml	12206
577_DVF256	DVF256		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	4	ng/ml	12206
578_DVF256	DVF256		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	4	ng/ml	12206
579_DVF256	DVF256		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)		ng/ml	12205
580_DVF256	DVF256		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
581_DVF256	DVF256		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
582_DVF256	DVF256		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
583_DVF133	DVF133		64320	ZIKV					27417494		Protein	ZIKV E		Binding	"ELISA (EC50; ng/ml)"	2519	ng/ml	60478
584_DVF133	DVF133		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	1002	ng/ml	12205
585_DVF133	DVF133		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	104	ng/ml	12206
586_DVF133	DVF133		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	68	ng/ml	12206
587_DVF133	DVF133		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	132	ng/ml	12206
588_DVF133	DVF133		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12205
589_DVF133	DVF133		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	10	ng/ml	12206
590_DVF133	DVF133		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	9	ng/ml	12206
591_DVF133	DVF133		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	8	ng/ml	12206
592_DVF133	DVF133		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)		ng/ml	12205
593_DVF133	DVF133		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
594_DVF133	DVF133		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
595_DVF133	DVF133		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
596_DVF180	DVF180		64320	ZIKV					27417494		Protein	ZIKV E		Binding	"ELISA (EC50; ng/ml)"	1037	ng/ml	60478
597_DVF180	DVF180		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	175	ng/ml	12205
598_DVF180	DVF180		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	235	ng/ml	12206
599_DVF180	DVF180		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	39	ng/ml	12206
600_DVF180	DVF180		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	98	ng/ml	12206
601_DVF180	DVF180		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	34	ng/ml	12205
602_DVF180	DVF180		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	12	ng/ml	12206
603_DVF180	DVF180		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	30	ng/ml	12206
604_DVF180	DVF180		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	12	ng/ml	12206
605_DVF180	DVF180		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)		ng/ml	12205
606_DVF180	DVF180		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
607_DVF180	DVF180		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
608_DVF180	DVF180		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
609_DVD23	DVD23		64320	ZIKV					27417494		Protein	ZIKV E		Binding	"ELISA (EC50; ng/ml)"	318	ng/ml	60478
610_DVD23	DVD23		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	258	ng/ml	12205
611_DVD23	DVD23		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	122	ng/ml	12206
612_DVD23	DVD23		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	182	ng/ml	12206
613_DVD23	DVD23		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	70	ng/ml	12206
614_DVD23	DVD23		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	180	ng/ml	12205
615_DVD23	DVD23		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	27	ng/ml	12206
616_DVD23	DVD23		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	49	ng/ml	12206
617_DVD23	DVD23		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	346	ng/ml	12206
618_DVD23	DVD23		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)		ng/ml	12205
619_DVD23	DVD23		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
620_DVD23	DVD23		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
621_DVD23	DVD23		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
622_DVD22	DVD22		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	9	ng/ml	12206
623_DVD22	DVD22		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12206
624_DVD22	DVD22		11070	DENV4					27417494		Protein	DENV4 neut		Neutralization	"ELISA (EC50; ng/ml)"	6	ng/ml	12206
625_DVA470	DVA470		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	3	ng/ml	12205
626_DVA470	DVA470		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	3	ng/ml	12205
627_DVA470	DVA470		11053	DENV1					27417494		Protein	DENV1 neut		Neutralization	"ELISA (EC50; ng/ml)"	2	ng/ml	12205
628_DVA290	DVA290		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	392	ng/ml	12205
629_DVA290	DVA290		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	166	ng/ml	12206
630_DVA290	DVA290		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	1125	ng/ml	12206
631_DVA290	DVA290		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	301	ng/ml	12206
632_DVA290	DVA290		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	80	ng/ml	12205
633_DVA290	DVA290		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	46	ng/ml	12206
634_DVA290	DVA290		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	288	ng/ml	12206
635_DVA290	DVA290		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	53	ng/ml	12206
636_DVA290	DVA290		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)		ng/ml	12205
637_DVA290	DVA290		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
638_DVA290	DVA290		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
639_DVA290	DVA290		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)		ng/ml	12206
640_DVC35	DVC35		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	47	ng/ml	12206
641_DVC35	DVC35		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	13	ng/ml	12206
642_DVC35	DVC35		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	918	ng/ml	12206
643_DVC18	DVC18		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	161	ng/ml	12206
644_DVC18	DVC18		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	301	ng/ml	12205
645_DVC18	DVC18		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	3	ng/ml	12206
646_DVC18	DVC18		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	15	ng/ml	12206
647_DVC18	DVC18		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	30	ng/ml	12206
648_DVC18	DVC18		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)	3	ng/ml	12206
649_DVC13	DVC13		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	1644	ng/ml	12205
650_DVC13	DVC13		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	370	ng/ml	12206
651_DVC13	DVC13		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	1093	ng/ml	12206
652_DVC13	DVC13		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	344	ng/ml	12206
653_DVC13	DVC13		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	456	ng/ml	12205
654_DVC13	DVC13		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	197	ng/ml	12206
655_DVC13	DVC13		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	534	ng/ml	12206
656_DVC13	DVC13		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	334	ng/ml	12206
657_DVC13	DVC13		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	241	ng/ml	12206
658_DV77	DV77		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	19	ng/ml	12205
659_DV77	DV77		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	10	ng/ml	12205
660_DV77	DV77		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	704	ng/ml	12206
661_DV77	DV77		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	9	ng/ml	12206
662_DV77	DV77		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	26	ng/ml	12206
663_DVD16	DVD16		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12206
664_DVD16	DVD16		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	7	ng/ml	12206
665_DV87	DV87		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	13	ng/ml	12205
666_DV87	DV87		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	15	ng/ml	12206
667_DV87	DV87		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	162	ng/ml	12206
668_DV87	DV87		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	20	ng/ml	12205
669_DV87	DV87		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	18	ng/ml	12206
670_DV87	DV87		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	29	ng/ml	12206
671_DV87	DV87		11053	DENV1					27417494		Protein	DENV1 DIII		Binding	"ELISA (EC50; ng/ml)"	17	ng/ml	12205
672_DV87	DV87		11060	DENV2					27417494		Protein	DENV2 DIII		Binding	"ELISA (EC50; ng/ml)"	26	ng/ml	12206
673_DV87	DV87		11069	DENV3					27417494		Protein	DENV3 DIII		Binding	"ELISA (EC50; ng/ml)"	12	ng/ml	12206
674_DV87	DV87		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)	4	ng/ml	12205
675_DV87	DV87		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	4	ng/ml	12206
676_DV87	DV87		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)	8	ng/ml	12206
677_DVC21	DVC21		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	152	ng/ml	12205
678_DVC21	DVC21		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	46	ng/ml	12206
679_DVC21	DVC21		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	249	ng/ml	12206
680_DVC21	DVC21		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	51	ng/ml	12206
681_DVC21	DVC21		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	4625	ng/ml	12205
682_DVC21	DVC21		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	404	ng/ml	12206
683_DVC21	DVC21		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	350	ng/ml	12206
684_DVC21	DVC21		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	1352	ng/ml	12206
685_DVC21	DVC21		11060	DENV2					27417494		Protein	DENV2 DIII		Binding	"ELISA (EC50; ng/ml)"	232	ng/ml	12206
686_DVC21	DVC21		11069	DENV3					27417494		Protein	DENV3 DIII		Binding	"ELISA (EC50; ng/ml)"	332	ng/ml	12206
687_DVC21	DVC21		11070	DENV4					27417494		Protein	DENV4 DIII		Binding	"ELISA (EC50; ng/ml)"	252	ng/ml	12206
688_DVC21	DVC21		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)	410	ng/ml	12205
689_DVC21	DVC21		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	1011	ng/ml	12206
690_DVC21	DVC21		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)	726	ng/ml	12206
691_DVC21	DVC21		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)	4037	ng/ml	12206
692_DVI9	DVI9		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	6	ng/ml	12205
693_DVI9	DVI9		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	2	ng/ml	12206
694_DVI9	DVI9		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	80	ng/ml	12206
695_DVI9	DVI9		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	2	ng/ml	12206
696_DVI9	DVI9		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	128	ng/ml	12205
697_DVI9	DVI9		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	3	ng/ml	12206
698_DVI9	DVI9		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	7	ng/ml	12206
699_DVI9	DVI9		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	2	ng/ml	12206
700_DVI9	DVI9		11053	DENV1					27417494		Protein	DENV1 DIII		Binding	"ELISA (EC50; ng/ml)"	537	ng/ml	12205
701_DVI9	DVI9		11060	DENV2					27417494		Protein	DENV2 DIII		Binding	"ELISA (EC50; ng/ml)"	13	ng/ml	12206
702_DVI9	DVI9		11069	DENV3					27417494		Protein	DENV3 DIII		Binding	"ELISA (EC50; ng/ml)"	5	ng/ml	12206
703_DVI9	DVI9		11070	DENV4					27417494		Protein	DENV4 DIII		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12206
704_DVI9	DVI9		11053	DENV1					27417494			DENV1 neut		Neutralization	IC50 (ng/ml)	1267	ng/ml	12205
705_DVI9	DVI9		11069	DENV3					27417494			DENV3 neut		Neutralization	IC50 (ng/ml)	299	ng/ml	12206
706_DVI9	DVI9		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)	219	ng/ml	12206
707_DVC10	DVC10		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	73	ng/ml	12205
708_DVC10	DVC10		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	10	ng/ml	12206
709_DVC10	DVC10		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	87	ng/ml	12206
710_DVC10	DVC10		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	523	ng/ml	12205
711_DVC10	DVC10		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	13	ng/ml	12206
712_DVC10	DVC10		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	128	ng/ml	12206
713_DVC10	DVC10		11070	DENV4					27417494		Protein	DENV4 VLP		Binding	"ELISA (EC50; ng/ml)"	250	ng/ml	12206
714_DVC10	DVC10		11060	DENV2					27417494		Protein	DENV2 DIII		Binding	"ELISA (EC50; ng/ml)"	35	ng/ml	12206
715_DVC10	DVC10		11069	DENV3					27417494		Protein	DENV3 DIII		Binding	"ELISA (EC50; ng/ml)"	135	ng/ml	12206
716_DVC10	DVC10		11070	DENV4					27417494		Protein	DENV4 DIII		Binding	"ELISA (EC50; ng/ml)"	200	ng/ml	12206
717_DVC10	DVC10		11060	DENV2					27417494			DENV2 neut		Neutralization	IC50 (ng/ml)	83	ng/ml	12206
718_DVC10	DVC10		11070	DENV4					27417494			DENV4 neut		Neutralization	IC50 (ng/ml)	411	ng/ml	12206
719_DV55	DV55		11053	DENV1					27417494		Protein	DENV1 E		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12205
720_DV55	DV55		11060	DENV2					27417494		Protein	DENV2 E		Binding	"ELISA (EC50; ng/ml)"	32	ng/ml	12206
721_DV55	DV55		11069	DENV3					27417494		Protein	DENV3 E		Binding	"ELISA (EC50; ng/ml)"	5	ng/ml	12206
722_DV55	DV55		11070	DENV4					27417494		Protein	DENV4 E		Binding	"ELISA (EC50; ng/ml)"	2573	ng/ml	12206
723_DV55	DV55		11053	DENV1					27417494		Protein	DENV1 VLP		Binding	"ELISA (EC50; ng/ml)"	11	ng/ml	12205
724_DV55	DV55		11060	DENV2					27417494		Protein	DENV2 VLP		Binding	"ELISA (EC50; ng/ml)"	90	ng/ml	12206
725_DV55	DV55		11069	DENV3					27417494		Protein	DENV3 VLP		Binding	"ELISA (EC50; ng/ml)"	6	ng/ml	12206
726_DV55	DV55		11060	DENV2					27417494		Protein	DENV2 DIII		Binding	"ELISA (EC50; ng/ml)"	6	ng/ml	12206
727_DV55	DV55		11069	DENV3					27417494		Protein	DENV3 DIII		Binding	"ELISA (EC50; ng/ml)"	14	ng/ml	12206
728_DV55	DV55		11070	DENV4					27417494		Protein	DENV4 DIII		Binding	"ELISA (EC50; ng/ml)"	24	ng/ml	12206
